proc_code	proc_name	proc_group	proc_subgroup		
404010350	TIMPANOPLASTIA (UNI / BILATERAL)	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010377	TRAQUEOSTOMIA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010385	TRATAMENTO CIRURGICO DE ESTENOSE DO CONDUTO AUDITIVO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010407	TRATAMENTO CIRURGICO DE RINITE CRONICA (OZENA)	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010415	TURBINECTOMIA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010423	REDESIGNAâíO SEXUAL - 2_ TEMPO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010431	ARITENOIDECTOMIA COM LARINGOFISSURA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010458	LARINGOFISSURA PARA COLOCACAO DE MOLDE NOS TRAUMATISMOS DE LARINGE	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010466	PAROTIDECTOMIA PARCIAL OU SUBTOTAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010474	PLSTICA DO CANAL DE STENON	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010482	SEPTOPLASTIA PARA CORREâíO DE DESVIO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010490	TRATAMENTO CIR˜RGICO DE IMPERFURAâíO COANAL (UNI / BILATERAL)	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010504	TRATAMENTO CIR˜RGICO DE PERFURAâíO DO SEPTO NASAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010512	SINUSOTOMIA TRANSMAXILAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010520	SEPTOPLASTIA REPARADORA NŒO ESTÄTICA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010539	RESSECâíO DE TUMOR DO AC˜STICO (PELA FOSSA MEDIA)	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010547	RESSECâíO DO GLOMO JUGULAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010555	TRATAMENTO CIR˜RGICO DE RINOFIMA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010563	TIREOPLASTIA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010571	CIRURGIA DE IMPLANTE COCLEAR UNILATERAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010580	CIRURGIA DE IMPLANTE COCLEAR BILATERAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010598	CIRURGIA PARA REVISíO DO IMPLANTE COCLEAR SEM DISPOSITIVO INTERNO DO IMPLANTE COCLEAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010601	CIRURGIA PARA PR”TESE AUDITIVA ANCORADA NO OSSO - 1_ TEMPO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404010628	CIRURGIA PARA PR”TESE AUDITIVA ANCORADA NO OSSO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020011	ALONGAMENTO DE COLUMELA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020038	CORRECAO CIRURGICA DE FISTULA ORO-NASAL / ORO-SINUSAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020046	CORREâíO CIR˜RGICA DE FSTULA SALIVAR COM RETALHO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020062	ENXERTO TOTAL / PARCIAL INTRATEMPORAL DE NERVO FACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020070	RESSECâíO DE GLŒNDULA SALIVAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020089	EXCISíO DE RŒNULA OU FEN•MENO DE RETENâíO SALIVAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020119	EXCISíO PARCIAL DE LBIO COM ENXERTO LIVRE / ROTAâíO DE RETALHO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020135	EXPLORAâíO/ DESCOMPRESSíO TOTAL / PARCIAL DO NERVO FACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020143	GLOSSECTOMIA PARCIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020151	GLOSSECTOMIA TOTAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020160	LARINGOFISSURA P/ COLOCACAO DE MOLDE NOS TRAUMATISMOS DE LARINGE	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020178	MAXILECTOMIA PARCIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020186	PAROTIDECTOMIA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020194	PLASTICA DO CANAL DE STENON	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020208	LABIOPLASTIA PARA REDUâíO OU CORREâíO DA HIPERTROFIA DO LBIO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020216	RECONSTRUCAO DE MANDIBULA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020224	RECONSTRUâíO TOTAL DE CAVIDADE ORBITRIA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020232	RECONSTRUâíO TOTAL OU PARCIAL DE LBIO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020240	RECONSTRUâíO TOTAL OU PARCIAL DE NARIZ	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020259	RESSECCAO DE LESAO BENIGNA DA BOCA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020267	RESSECCAO DE LESAO MALIGNA DA BOCA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020275	RESSECâíO DE LESíO MALIGNA E BENIGNA DA REGIíO CRANIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020283	RESSECâíO DE TUMOR DO AC˜STICO (PELA FOSSA MÄDIA)	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020291	RESSECâíO DO C•NDILO MANDIBULAR COM OU SEM RECONSTRUâíO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020305	RESSECCAO DO GLOMO JUGULAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020313	RETIRADA DE CORPO ESTRANHO DOS OSSOS DA FACE	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020321	RINOPLASTIA PARA DEFEITOS P”S-TRAUMTICOS	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020330	SEPTOPLASTIA P/ CORRECAO DE DESVIO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020348	TRATAMENTO CIR˜RGICO DE ATRESIA NARINRIA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020356	TRATAMENTO CIR˜RGICO DE FSTULA E CISTOS ORO-MAXILARES	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020364	TRATAMENTO CIRURGICO DE IMPERFURACAO COANAL (UNI / BILATERAL)	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020372	TRATAMENTO CIRURGICO DE MACROSTOMIA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020380	TRATAMENTO CIR˜RGICO DE OSTEOMIELITE DE OSSOS DA FACE	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020399	TRATAMENTO CIR˜RGICO DE PARALISIA FACIAL (SUSPENSíO DE HEMIFACE)	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020402	TRATAMENTO CIRURGICO DE PERFURACAO DO SEPTO NASAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020410	TRATAMENTO CIRURGICO DE RINOFIMA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020429	TRATAMENTO CIR˜RGICO DO SOALHO DA ”RBITA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020437	TRATAMENTO DE AVANCOS FRONTO-ORBITARIOS	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020453	OSTEOTOMIA DA MAXILA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020461	OSTEOTOMIA DA MANDIBULA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020470	RECONSTRUâíO DO SULCO GENGIVO-LABIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020488	OSTEOTOMIA DAS FRATURAS ALVEOLO-DENTRIAS	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020496	OSTEOSSNTESE DE FRATURA UNILATERAL DO C•NDILO MANDIBULAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020500	OSTEOSSNTESE DA FRATURA COMPLEXA DA MANDBULA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020518	OSTEOSSNTESE DE FRATURA COMPLEXA DA MAXILA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020526	OSTEOSSINTESE DE FRATURA DO COMPLEXO ”RBITO-ZIGOMTICO-MAXILAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020534	OSTEOSSNTESE DE FRATURA DO COMPLEXO NASO-”RBITO-ETMOIDAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020542	REDUâíO CIR˜RGICA DE FRATURA DOS OSSOS PR”PRIOS DO NARIZ	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020550	OSTEOSSNTESE DE FRATURA SIMPLES DE MANDBULA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020569	ARTROPLASTIA DA ARTICULAâíO T¾MPORO-MANDIBULAR (RECIDIVANTE OU NíO)	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020577	REDUâíO DE FRATURA ALVEOLO-DENTRIA SEM OSTEOSSNTESE	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020585	REDUâíO DE FRATURA DA MAXILA - LE FORT I SEM OSTEOSSNTESE.	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020593	"REDUâíO DE FRATURA DA MAXILA - LE FORT II	 SEM OSTEOSSNTESE"""""	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores"""	 da face	" da cabeça e do pescoço"""
404020607	REDUâíO DE FRATURA DA MANDBULA SEM OSTEOSSINTESE.	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020640	TRATAMENTO CIR˜RGICO DE ANQUILOSE DA ARTICULAâíO T¾MPORO-MANDIBULAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020658	"TRATAMENTO CIR˜RGICO DE OSTEOMA	 ODONTOMA /OUTRAS LESêES ESPECIFICADAS"""""	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores"""	 da face	" da cabeça e do pescoço"""
404020666	TRATAMENTO CIR˜RGICO DE FRATURA DO OSSO ZIGOMATICO SEM OSTEOSSNTESE	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020690	OSTEOTOMIA CRŒNIO-FACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020704	OSTEOSSNTESE DA FRATURA DO OSSO ZIGOMTICO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020712	ELEVAâíO DO ASSOALHO DO SEIO MAXILAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020720	OSTEOSSNTESE DE FRATURA BILATERAL DO C•NDILO MANDIBULAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020739	RECONSTRUâíO PARCIAL DE MANDBULA / MAXILA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020771	RESSECâíO DE LESíO DA BOCA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404020780	RECONSTRUâíO TOTAL DE MANDBULA/MAXILA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030017	ALONGAMENTO DE COLUMELA EM PACIENTE COM ANOMALIAS CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030025	ARITENOIDECTOMIA C/ LARINGOFISSURA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030033	OSTEOTOMIA DE MAXILA EM PACIENTES COM ANOMALIA CRANIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030041	MICROCIRURGIA OTOL”GICA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030050	OSTEOTOMIA DA MANDBULA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030068	OSTEOPLASTIA DO MENTO COM OU SEM IMPLANTE ALOPLSTICO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030076	LABIOPLASTIA UNILATERAL EM DOIS TEMPOS	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030084	ALVEOLOPLASTIA COM ENXERTO ”SSEO EM PACIENTE COM ANOMALIA CRŒNIOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030092	PALATOPLASTIA PARCIAL / TOTAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030106	PALATOPLASTIA PRIMRIA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030114	PLASTICA TRANSPALATINA P/ ATRESIA COANAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030122	LABIOPLASTIA SECUNDRIA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030130	RINOSEPTOPLASTIA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030149	RECONSTRUCAO DO SULCO GENGIVO LABIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030157	RECONSTRUâíO TOTAL DE LBIO EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030165	RINOPLASTIA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030173	SEPTOPLASTIA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030181	SINUSOTOMIA TRANSMAXILAR	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030190	TIMPANOPLASTIA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL (UNI / BILATERAL)	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030203	TRATAMENTO CIRURGICO DE LABIO LEPORINO (INCLUI FISSURA LABIO-PALATAL)	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030211	TRATAMENTO CIRURGICO REPARADOR NAO ESTETICO DO NARIZ EM PACIENTE C/ DEFORMIDADE CRANIO-FACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030220	IMPLANTE OSTEOINTEGRADO EXTRA-ORAL BUCO-MAXILO-FACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030246	TRATAMENTO CIR˜RGICO DE FSTULA ORO-SINUSAL EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030254	TRATAMENTO CIR˜RGICO DE FSTULAS ORONASAIS EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030262	PALATOPLASTIA SECUNDRIA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030270	TRATAMENTO CIR˜RGICO DA INSUFICI¾NCIA VELOFARNGEA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFA	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030289	TRATAMENTO CIR˜RGICO REPARADOR DA FISSURA FACIAL RARA EM PACIENTES COM ANOMALIA CRŒNIO E BUCOMAXILO	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030297	OSTEOTOMIA CRANIOFACIAL COMPLEXA EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030300	REMODELAâíO CRANIOFACIAL EM PACIENTE COM ANOMALIA CRŒNIO E BUCOMAXILOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030319	TRATAMENTO CIR˜RGICO DE MACROSTOMIA /MICROSTOMIA POR ANOMALIA CRANIOFACIAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
404030327	OSTEOPLASTIA FRONTO - ORBITAL	04 Procedimentos cirúrgicos	"0404 Cirurgia das vias aéreas superiores	 da face	 da cabeça e do pescoço"""""""		
405010010	CORRECAO CIRURGICA DE ENTROPIO E ECTROPIO	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405010028	CORRECAO CIRURGICA DE EPICANTO E TELECANTO	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405010036	DACRIOCISTORRINOSTOMIA	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405010079	EXERESE DE CALAZIO E OUTRAS PEQUENAS LESOES DA PALPEBRA E SUPERCILIOS	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405010087	EXTIRPACAO DE GLANDULA LACRIMAL	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405010117	RECONSTITUICAO DE CANAL LACRIMAL	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405010125	RECONSTITUICAO PARCIAL DE PALPEBRA COM TARSORRAFIA	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405010133	RECONSTITUICAO TOTAL DE PALPEBRA	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405010150	SONDAGEM DE CANAL LACRIMAL SOB ANESTESIA GERAL	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405010176	SUTURA DE PALPEBRAS	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405020015	CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE 2 MUSCULOS)	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405020023	CORRECAO CIRURGICA DO ESTRABISMO (ATE 2 MUSCULOS)	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030010	APLICACAO DE PLACA RADIOATIVA EPISCLERAL	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030029	BIOPSIA DE TUMOR INTRA OCULAR	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030037	CRIOTERAPIA OCULAR	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030070	RETINOPEXIA C/ INTROFLEXAO ESCLERAL	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030096	SUTURA DE ESCLERA	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030100	TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE ESCLERA	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030118	TRATAMENTO CIRURGICO DE MIIASE PALPEBRAL	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030134	VITRECTOMIA ANTERIOR	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030142	VITRECTOMIA POSTERIOR	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030169	VITRECTOMIA POSTERIOR COM INFUSíO DE PERFLUOCARBONO E ENDOLASER	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030177	VITRECTOMIA POSTERIOR COM INFUSíO DE PERFLUOCARBONO/”LEO DE SILICONE/ENDOLASER	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030185	TERMOTERAPIA TRANSPUPILAR	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030193	PAN-FOTOCOAGULAâíO DE RETINA A LASER	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405030207	DRENAGEM DE HEMORRAGIA DE COROIDE	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
405040016	CORRECAO CIRURGICA DE LAGOFTALMO	04 Procedimentos cirúrgicos	0405 Cirurgia do aparelho da visão		
